
Año;Zona;Total;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
2020;12. Usera;371;35;34;35;21;40;39;38;20;19;27;28;35
2020;13. Puente de Vallecas;1.086;84;93;66;112;104;85;110;117;67;87;87;74
2020;14. Moratalaz;87;3;11;8;0;11;6;5;8;6;8;7;14
2020;15. Ciudad Lineal;468;52;35;42;36;39;31;30;38;26;33;48;58
2020;16. Hortaleza;247;14;26;22;16;29;18;28;16;14;25;16;23
2020;17. Villaverde;338;49;35;29;21;37;26;37;5;23;24;28;24
2020;18. Villa de Vallecas;277;28;37;15;16;47;17;21;17;25;19;18;17
2020;19. Vicálvaro;67;4;2;3;3;9;7;5;5;5;5;7;12
2020;20. San Blas-Canillejas;294;25;25;10;42;31;21;20;23;25;18;23;31
2020;21. Barajas;73;3;8;7;1;5;9;9;8;2;11;4;6
2020;Otras zonas;2;0;0;0;1;0;0;0;0;0;1;0;0
2021;Ciudad de Madrid;8.220;557;641;693;844;869;628;599;614;683;746;603;743
2021;01. Centro;1.517;110;128;124;131;147;100;139;150;116;138;90;144
2021;02. Arganzuela;264;19;18;28;22;21;26;25;17;18;22;25;23
2021;03. Retiro;147;9;9;10;17;13;21;8;4;14;18;11;13
2021;04. Salamanca;682;47;55;64;64;58;55;31;33;70;60;66;79
2021;05. Chamartín;290;24;15;16;29;34;23;24;14;29;34;19;29
2021;06. Tetuán;363;20;37;37;37;41;28;28;33;21;31;26;24
2021;07. Chamberí;171;10;16;22;12;12;13;7;3;25;17;14;20
2021;08. Fuencarral-El Pardo;261;7;14;17;89;16;14;27;11;16;16;9;25
2021;09. Moncloa-Aravaca;230;7;21;17;25;27;18;13;6;30;33;11;22
2021;10. Latina;434;36;20;41;38;42;46;26;37;25;54;31;38
2021;11. Carabanchel;538;39;29;28;38;55;33;44;51;56;52;48;65
2021;12. Usera;363;29;40;31;31;31;28;24;21;25;39;32;32
2021;13. Puente de Vallecas;996;47;80;75;122;109;79;78;83;81;68;83;91
2021;14. Moratalaz;103;9;6;6;14;12;4;5;11;7;17;5;7
2021;15. Ciudad Lineal;503;32;37;46;41;82;40;34;35;46;40;32;38
2021;16. Hortaleza;277;33;16;21;27;55;23;13;12;23;18;20;16
2021;17. Villaverde;307;15;39;45;39;28;20;22;32;14;20;13;20
2021;18. Villa de Vallecas;219;15;15;16;14;32;19;17;21;15;17;24;14
2021;19. Vicálvaro;92;5;2;9;8;9;4;6;4;5;19;12;9
2021;20. San Blas-Canillejas;361;38;41;31;38;37;25;24;21;29;29;20;28
2021;21. Barajas;100;6;2;9;7;8;9;4;15;18;4;12;6
2021;Otras zonas;2;0;1;0;1;0;0;0;0;0;0;0;0
2022;Ciudad de Madrid;8.669;586;581;642;766;945;811;761;787;654;758;687;691
2022;01. Centro;1.995;96;91;130;179;218;217;212;173;162;161;173;183
2022;02. Arganzuela;266;17;15;17;20;38;32;9;18;33;25;13;29
2022;03. Retiro;129;5;7;8;11;14;12;18;16;8;9;8;13
2022;04. Salamanca;631;54;47;57;47;76;60;39;50;45;53;55;48
2022;05. Chamartín;263;20;24;14;32;25;28;14;10;22;32;23;19
2022;06. Tetuán;469;27;22;24;62;84;50;44;41;26;33;30;26
2022;07. Chamberí;208;12;17;25;21;24;16;18;12;15;18;12;18
2022;08. Fuencarral-El Pardo;282;24;19;19;21;17;21;23;30;15;46;24;23
2022;09. Moncloa-Aravaca;237;12;20;17;21;21;19;19;17;27;28;22;14
2022;10. Latina;464;28;36;34;35;56;38;39;44;39;41;41;33
2022;11. Carabanchel;529;35;39;43;41;49;46;45;47;34;64;47;39
2022;12. Usera;341;36;23;37;30;39;21;29;32;36;18;19;21
2022;13. Puente de Vallecas;991;88;60;79;91;111;80;84;113;80;86;65;54
2022;14. Moratalaz;75;6;5;4;10;6;7;7;7;5;5;7;6
2022;15. Ciudad Lineal;514;43;53;38;45;40;35;49;53;22;57;38;41
2022;16. Hortaleza;248;13;22;18;15;21;16;27;21;19;11;27;38
2022;17. Villaverde;303;24;23;22;25;39;45;22;30;12;18;12;31
2022;18. Villa de Vallecas;221;14;20;19;21;18;16;15;29;18;13;21;17
2022;19. Vicálvaro;83;3;3;6;7;6;12;11;9;4;8;11;3
2022;20. San Blas-Canillejas;327;28;31;24;22;31;34;31;28;16;23;30;29
2022;21. Barajas;93;1;4;7;10;12;6;6;7;16;9;9;6
2022;Otras zonas;0;0;0;0;0;0;0;0;0;0;0;0;0
2023;Ciudad de Madrid;8.712;663;696;939;802;733;788;598;590;655;680;698;870
2023;01. Centro;2.220;152;128;188;190;192;211;155;152;182;184;192;294
2023;02. Arganzuela;252;21;23;33;20;16;15;16;15;21;25;19;28
2023;03. Retiro;151;11;7;12;19;18;13;7;13;13;14;9;15
2023;04. Salamanca;662;51;64;66;61;48;49;34;37;50;78;53;71
2023;05. Chamartín;278;36;18;30;21;27;33;9;20;17;19;23;25
2023;06. Tetuán;350;36;34;46;26;21;25;16;21;30;32;33;30
2023;07. Chamberí;197;25;20;15;24;25;15;13;8;12;11;11;18
2023;08. Fuencarral-El Pardo;297;28;26;33;26;22;36;18;26;12;22;17;31
2023;09. Moncloa-Aravaca;221;17;21;27;26;22;27;15;11;12;9;17;17
2023;10. Latina;567;38;61;49;75;49;49;43;42;42;43;50;26
2023;11. Carabanchel;543;49;44;62;45;31;40;43;42;41;39;59;48
2023;12. Usera;273;21;21;37;30;29;18;21;20;12;13;24;27
2023;13. Puente de Vallecas;949;53;77;123;90;86;96;69;72;72;60;66;85
2023;14. Moratalaz;109;6;7;12;7;6;10;3;12;8;10;16;12
2023;15. Ciudad Lineal;471;37;50;62;41;44;33;31;36;45;34;25;33
2023;16. Hortaleza;219;22;19;24;18;13;20;23;16;22;10;20;12
2023;17. Villaverde;318;24;30;30;23;33;30;37;15;20;21;25;30
2023;18. Villa de Vallecas;173;10;19;24;14;20;18;10;7;12;13;10;16
2023;19. Vicálvaro;85;7;5;8;6;4;12;7;5;4;5;10;12
2023;20. San Blas-Canillejas;287;16;16;47;31;21;26;22;17;18;24;17;32
2023;21. Barajas;90;3;6;11;9;6;12;6;3;10;14;2;8
2023;Otras zonas;0;0;0;0;0;0;0;0;0;0;0;0;0
2024;Ciudad de Madrid;9.402;699;733;759;872;827;853;772;735;749;860;752;791
2024;01. Centro;1.937;200;190;165;149;145;171;180;152;135;131;166;153
2024;02. Arganzuela;271;20;21;21;28;21;15;14;28;29;31;22;21
2024;03. Retiro;127;9;7;7;12;15;8;11;6;10;12;20;10
2024;04. Salamanca;677;64;55;63;61;65;67;47;47;50;57;48;53
2024;05. Chamartín;358;32;20;28;21;52;31;29;14;20;34;35;42
2024;06. Tetuán;397;30;34;23;49;37;45;33;35;30;35;22;24
2024;07. Chamberí;224;18;22;22;15;17;18;19;19;15;19;16;24
2024;08. Fuencarral-El Pardo;335;20;25;30;44;28;29;16;20;20;36;25;42
2024;09. Moncloa-Aravaca;252;14;17;25;28;28;21;19;17;23;25;6;29
2024;10. Latina;523;33;36;37;57;51;56;33;42;54;47;45;32
2024;11. Carabanchel;742;36;44;53;69;70;77;58;79;53;76;61;66
2024;12. Usera;349;19;17;29;26;31;27;41;34;38;37;32;18
2024;13. Puente de Vallecas;1.245;69;86;106;150;96;112;87;89;116;135;91;108
2024;14. Moratalaz;143;10;11;7;16;12;13;6;8;13;14;14;19
2024;15. Ciudad Lineal;481;27;31;37;39;36;50;54;50;44;42;38;33
2024;16. Hortaleza;252;20;32;18;28;23;30;16;15;20;19;14;17
2024;17. Villaverde;355;22;25;38;22;24;37;35;26;23;39;37;27
2024;18. Villa de Vallecas;234;29;17;18;13;26;15;22;18;18;25;13;20
2024;19. Vicálvaro;101;6;8;6;6;12;3;12;7;6;13;14;8
2024;20. San Blas-Canillejas;303;15;24;21;28;27;23;30;23;25;28;25;34
2024;21. Barajas;96;6;11;5;11;11;5;10;6;7;5;8;11
2024;Otras zonas;0;0;0;0;0;0;0;0;0;0;0;0;0
